Temps (s) - Tc : consigne T (mm)	R (mm) - Tc : consigne T (mm)	Temps (s) - T : position T (mm)	R (mm) - T : position T (mm)	Temps (s) - e1T : écart 1 T (mm)	R (mm) - e1T : écart 1 T (mm)	Temps (s) - e2T : écart 2 T (mm)	R (mm) - e2T : écart 2 T (mm)	Temps (s) - e3T : écart 3 T (V)	R (mm) - e3T : écart 3 T (V)	Temps (s) - uT : tension moteur T (V)	R (mm) - uT : tension moteur T (V)	Temps (s) - iT : intensité moteur T (A)	R (mm) - iT : intensité moteur T (A)	Temps (s) - Rc : consigne R (°)	R (mm) - Rc : consigne R (°)	Temps (s) - R : position R (°)	R (mm) - R : position R (°)	Temps (s) - e1R : écart 1 R (°)	R (mm) - e1R : écart 1 R (°)	Temps (s) - e2R : écart 2 R (°)	R (mm) - e2R : écart 2 R (°)	Temps (s) - e3R : écart 3 R (V)	R (mm) - e3R : écart 3 R (V)	Temps (s) - uR : tension moteur R (V)	R (mm) - uR : tension moteur R (V)	Temps (s) - iR : intensité moteur R (A)	R (mm) - iR : intensité moteur R (A)	Temps (s) - ar : accel radiale (g)       	R (mm) - ar : accel radiale (g)       	Temps (s) - at : accel tangentielle (g)  	R (mm) - at : accel tangentielle (g)  	Temps (s) - gz : gyro Z (°/s)	R (mm) - gz : gyro Z (°/s)	Temps (s) - formule 1	R (mm) - formule 1	Temps (s) - formule 2	R (mm) - formule 2	Temps (s) - Curseur	R (mm) - Curseur
1.194	279.515	1.194	279.161	1.194	0.354063	1.194	0.354063	1.194	0.441771					1.194	10.3035	1.194	9.90972	1.194	0.393825	1.194	0.393825	1.194	0.461926			1.329	0.00549316							1.194	0	1.194	0		
1.197	279.515	1.197	279.161	1.197	0.354063	1.197	0.354063	1.197	0.441771					1.197	10.3035	1.197	9.90972	1.197	0.393825	1.197	0.393825	1.197	0.466964			1.332	0.00732422							1.197	0	1.197	0		
1.2	279.515	1.2	279.161	1.2	0.354063	1.2	0.354063	1.2	0.446809					1.2	10.3035	1.2	9.90972	1.2	0.393825	1.2	0.393825	1.2	0.472003			1.335	0.00915527							1.2	0	1.2	0		
1.203	279.515	1.203	279.161	1.203	0.354063	1.203	0.354063	1.203	0.446809					1.203	10.3035	1.203	9.90972	1.203	0.393825	1.203	0.393825	1.203	0.466964			1.338	0.00549316							1.203	0	1.203	0		
1.206	279.515	1.206	279.161	1.206	0.354063	1.206	0.354063	1.206	0.441771					1.206	10.3035	1.206	9.90972	1.206	0.393825	1.206	0.393825	1.206	0.466964			1.341	0.00732422							1.206	0	1.206	0		
1.209	279.515	1.209	279.161	1.209	0.354063	1.209	0.354063	1.209	0.446809					1.209	10.3035	1.209	9.90972	1.209	0.393825	1.209	0.393825	1.209	0.466964			1.344	0.00549316							1.209	0	1.209	0		
1.212	279.515	1.212	279.161	1.212	0.354063	1.212	0.354063	1.212	0.441771					1.212	10.3035	1.212	9.90972	1.212	0.393825	1.212	0.393825	1.212	0.472003			1.347	0.00915527							1.212	0	1.212	0		
1.215	279.515	1.215	279.161	1.215	0.354063	1.215	0.354063	1.215	0.446809					1.215	10.3035	1.215	9.90972	1.215	0.393825	1.215	0.393825	1.215	0.472003			1.35	0.00549316							1.215	0	1.215	0		
1.218	279.515	1.218	279.161	1.218	0.354063	1.218	0.354063	1.218	0.446809					1.218	10.3035	1.218	9.90972	1.218	0.393825	1.218	0.393825	1.218	0.466964			1.353	0.00915527							1.218	0	1.218	0		
1.221	279.515	1.221	279.161	1.221	0.354063	1.221	0.354063	1.221	0.441771					1.221	10.3035	1.221	9.90972	1.221	0.393825	1.221	0.393825	1.221	0.466964			1.356	0.0109863							1.221	0	1.221	0		
1.224	279.515	1.224	279.161	1.224	0.354063	1.224	0.354063	1.224	0.441771					1.224	10.3035	1.224	9.90972	1.224	0.393825	1.224	0.393825	1.224	0.461926			1.359	0.00732422							1.224	0	1.224	0		
1.227	279.515	1.227	279.161	1.227	0.354063	1.227	0.354063	1.227	0.441771					1.227	10.3035	1.227	9.90972	1.227	0.393825	1.227	0.393825	1.227	0.466964			1.362	0.00732422							1.227	0	1.227	0		
1.23	279.515	1.23	279.161	1.23	0.354063	1.23	0.354063	1.23	0.446809					1.23	10.3035	1.23	9.90972	1.23	0.393825	1.23	0.393825	1.23	0.466964			1.365	0.00915527							1.23	0	1.23	0		
1.233	279.515	1.233	279.161	1.233	0.354063	1.233	0.354063	1.233	0.441771					1.233	10.3035	1.233	9.90972	1.233	0.393825	1.233	0.393825	1.233	0.466964			1.368	0.00915527							1.233	0	1.233	0		
1.236	279.515	1.236	279.161	1.236	0.354063	1.236	0.354063	1.236	0.446809					1.236	10.3035	1.236	9.90972	1.236	0.393825	1.236	0.393825	1.236	0.466964			1.371	0.00915527							1.236	0	1.236	0		
1.239	279.515	1.239	279.161	1.239	0.354063	1.239	0.354063	1.239	0.441771					1.239	10.3035	1.239	9.90972	1.239	0.393825	1.239	0.393825	1.239	0.472003			1.374	0.00915527							1.239	0	1.239	0		
1.242	279.515	1.242	279.161	1.242	0.354063	1.242	0.354063	1.242	0.446809					1.242	10.3035	1.242	9.90972	1.242	0.393825	1.242	0.393825	1.242	0.466964			1.377	0.00732422							1.242	0	1.242	0		
1.245	279.515	1.245	279.161	1.245	0.354063	1.245	0.354063	1.245	0.441771					1.245	10.3035	1.245	9.90972	1.245	0.393825	1.245	0.393825	1.245	0.472003			1.38	0.0109863							1.245	0	1.245	0		
1.248	279.515	1.248	279.161	1.248	0.354063	1.248	0.354063	1.248	0.446809					1.248	10.3035	1.248	9.90972	1.248	0.393825	1.248	0.393825	1.248	0.466964			1.383	0.0109863							1.248	0	1.248	0		
1.251	279.515	1.251	279.161	1.251	0.354063	1.251	0.354063	1.251	0.446809					1.251	10.3035	1.251	9.90972	1.251	0.393825	1.251	0.393825	1.251	0.466964			1.386	0.0109863							1.251	0	1.251	0		
1.254	279.515	1.254	279.161	1.254	0.354063	1.254	0.354063	1.254	0.446809					1.254	10.3035	1.254	9.90972	1.254	0.393825	1.254	0.393825	1.254	0.466964			1.389	0.00732422							1.254	0	1.254	0		
1.257	279.515	1.257	279.161	1.257	0.354063	1.257	0.354063	1.257	0.441771					1.257	10.3035	1.257	9.90972	1.257	0.393825	1.257	0.393825	1.257	0.472003			1.392	0.00732422							1.257	0	1.257	0		
1.26	279.515	1.26	279.161	1.26	0.354063	1.26	0.354063	1.26	0.446809					1.26	10.3035	1.26	9.90972	1.26	0.393825	1.26	0.393825	1.26	0.466964			1.395	0.00732422							1.26	0	1.26	0		
1.263	279.515	1.263	279.161	1.263	0.354063	1.263	0.354063	1.263	0.446809					1.263	10.3035	1.263	9.90972	1.263	0.393825	1.263	0.393825	1.263	0.466964			1.398	0.00732422							1.263	0	1.263	0		
1.266	279.515	1.266	279.161	1.266	0.354063	1.266	0.354063	1.266	0.446809					1.266	10.3035	1.266	9.90972	1.266	0.393825	1.266	0.393825	1.266	0.466964			1.401	0.00549316							1.266	0	1.266	0		
1.269	279.515	1.269	279.161	1.269	0.354063	1.269	0.354063	1.269	0.441771					1.269	10.3035	1.269	9.90972	1.269	0.393825	1.269	0.393825	1.269	0.466964			1.404	0.00915527							1.269	0	1.269	0		
1.272	279.515	1.272	279.161	1.272	0.354063	1.272	0.354063	1.272	0.441771					1.272	10.3035	1.272	9.90972	1.272	0.393825	1.272	0.393825	1.272	0.466964			1.407	0.0109863							1.272	0	1.272	0		
1.275	279.515	1.275	279.161	1.275	0.354063	1.275	0.354063	1.275	0.441771					1.275	10.3035	1.275	9.90972	1.275	0.393825	1.275	0.393825	1.275	0.472003			1.41	0.0109863							1.275	0	1.275	0		
1.278	279.515	1.278	279.161	1.278	0.354063	1.278	0.354063	1.278	0.441771					1.278	10.3035	1.278	9.90972	1.278	0.393825	1.278	0.393825	1.278	0.466964			1.413	0.00732422							1.278	0	1.278	0		
1.281	279.515	1.281	279.161	1.281	0.354063	1.281	0.354063	1.281	0.441771					1.281	10.3035	1.281	9.90972	1.281	0.393825	1.281	0.393825	1.281	0.472003			1.416	0.00732422							1.281	0	1.281	0		
1.284	279.515	1.284	279.161	1.284	0.354063	1.284	0.354063	1.284	0.446809					1.284	10.3035	1.284	9.90972	1.284	0.393825	1.284	0.393825	1.284	0.461926			1.419	0.00915527							1.284	0	1.284	0		
1.287	279.515	1.287	279.161	1.287	0.354063	1.287	0.354063	1.287	0.446809					1.287	10.3035	1.287	9.90972	1.287	0.393825	1.287	0.393825	1.287	0.461926			1.422	0.00915527							1.287	0	1.287	0		
1.29	279.515	1.29	279.161	1.29	0.354063	1.29	0.354063	1.29	0.441771					1.29	10.3035	1.29	9.90972	1.29	0.393825	1.29	0.393825	1.29	0.466964			1.425	0.00915527							1.29	0	1.29	0		
1.293	279.515	1.293	279.161	1.293	0.354063	1.293	0.354063	1.293	0.446809					1.293	10.3035	1.293	9.90972	1.293	0.393825	1.293	0.393825	1.293	0.461926			1.428	0.00732422							1.293	0	1.293	0		
1.296	279.515	1.296	279.161	1.296	0.354063	1.296	0.354063	1.296	0.446809					1.296	10.3035	1.296	9.90972	1.296	0.393825	1.296	0.393825	1.296	0.472003			1.431	0.00732422							1.296	0	1.296	0		
1.299	279.515	1.299	279.161	1.299	0.354063	1.299	0.354063	1.299	0.446809					1.299	10.3035	1.299	9.90972	1.299	0.393825	1.299	0.393825	1.299	0.466964			1.434	0.00732422							1.299	0	1.299	0		
1.302	279.515	1.302	279.161	1.302	0.354063	1.302	0.354063	1.302	0.446809					1.302	10.3035	1.302	9.90972	1.302	0.393825	1.302	0.393825	1.302	0.461926			1.437	0.00732422							1.302	0	1.302	0		
1.305	279.515	1.305	279.161	1.305	0.354063	1.305	0.354063	1.305	0.441771					1.305	10.3035	1.305	9.90972	1.305	0.393825	1.305	0.393825	1.305	0.466964			1.44	0.00915527							1.305	0	1.305	0		
1.308	279.515	1.308	279.161	1.308	0.354063	1.308	0.354063	1.308	0.441771					1.308	10.3035	1.308	9.90972	1.308	0.393825	1.308	0.393825	1.308	0.466964			1.443	0.0219727							1.308	0	1.308	0		
1.311	279.515	1.311	279.161	1.311	0.354063	1.311	0.354063	1.311	0.441771					1.311	10.3035	1.311	9.90972	1.311	0.393825	1.311	0.393825	1.311	0.466964			1.446	0.00732422							1.311	0	1.311	0		
1.314	279.515	1.314	279.161	1.314	0.354063	1.314	0.354063	1.314	0.441771					1.314	10.3035	1.314	9.90972	1.314	0.393825	1.314	0.393825	1.314	0.472003			1.449	0.00915527							1.314	0	1.314	0		
1.317	279.515	1.317	279.161	1.317	0.354063	1.317	0.354063	1.317	0.441771					1.317	10.3035	1.317	9.90972	1.317	0.393825	1.317	0.393825	1.317	0.466964			1.452	0.00915527							1.317	0	1.317	0		
1.32	279.515	1.32	279.161	1.32	0.354063	1.32	0.354063	1.32	0.446809					1.32	10.3035	1.32	9.90972	1.32	0.393825	1.32	0.393825	1.32	0.466964			1.455	0.00549316							1.32	0	1.32	0		
1.323	279.515	1.323	279.161	1.323	0.354063	1.323	0.354063	1.323	0.446809					1.323	10.3035	1.323	9.90972	1.323	0.393825	1.323	0.393825	1.323	0.466964			1.458	0.00915527							1.323	0	1.323	0		
1.326	279.515	1.326	279.161	1.326	0.354063	1.326	0.354063	1.326	0.446809					1.326	10.3035	1.326	9.90972	1.326	0.393825	1.326	0.393825	1.326	0.466964			1.461	0.00915527							1.326	0	1.326	0		
1.329	279.515	1.329	279.161	1.329	0.354063	1.329	0.354063	1.329	0.446809					1.329	10.3035	1.329	9.90972	1.329	0.393825	1.329	0.393825	1.329	0.466964			1.464	0.00732422							1.329	0	1.329	0		
1.332	279.515	1.332	279.161	1.332	0.354063	1.332	0.354063	1.332	0.446809					1.332	10.3035	1.332	9.90972	1.332	0.393825	1.332	0.393825	1.332	0.466964			1.467	0.00549316							1.332	0	1.332	0		
1.335	279.515	1.335	279.161	1.335	0.354063	1.335	0.354063	1.335	0.446809					1.335	10.3035	1.335	9.90972	1.335	0.393825	1.335	0.393825	1.335	0.461926			1.47	0.00732422							1.335	0	1.335	0		
1.338	279.515	1.338	279.161	1.338	0.354063	1.338	0.354063	1.338	0.446809					1.338	10.3035	1.338	9.90972	1.338	0.393825	1.338	0.393825	1.338	0.466964			1.473	0.00915527							1.338	0	1.338	0		
1.341	279.515	1.341	279.161	1.341	0.354063	1.341	0.354063	1.341	0.441771					1.341	10.3035	1.341	9.90972	1.341	0.393825	1.341	0.393825	1.341	0.466964			1.476	0.00732422							1.341	0	1.341	0		
1.344	279.515	1.344	279.161	1.344	0.354063	1.344	0.354063	1.344	0.446809					1.344	10.3035	1.344	9.90972	1.344	0.393825	1.344	0.393825	1.344	0.466964			1.479	0.00915527							1.344	0	1.344	0		
1.347	279.515	1.347	279.161	1.347	0.354063	1.347	0.354063	1.347	0.446809					1.347	10.3035	1.347	9.90972	1.347	0.393825	1.347	0.393825	1.347	0.466964			1.482	0.00732422							1.347	0	1.347	0		
1.35	279.515	1.35	279.161	1.35	0.354063	1.35	0.354063	1.35	0.446809					1.35	10.3035	1.35	9.90972	1.35	0.393825	1.35	0.393825	1.35	0.466964			1.485	0.0109863							1.35	0	1.35	0		
1.353	279.515	1.353	279.161	1.353	0.354063	1.353	0.354063	1.353	0.441771					1.353	10.3035	1.353	9.90972	1.353	0.393825	1.353	0.393825	1.353	0.466964			1.488	0.00915527							1.353	0	1.353	0		
1.356	279.515	1.356	279.161	1.356	0.354063	1.356	0.354063	1.356	0.441771					1.356	10.3035	1.356	9.90972	1.356	0.393825	1.356	0.393825	1.356	0.466964			1.491	0.00732422							1.356	0	1.356	0		
1.359	279.515	1.359	279.161	1.359	0.354063	1.359	0.354063	1.359	0.446809					1.359	10.3035	1.359	9.90972	1.359	0.393825	1.359	0.393825	1.359	0.461926			1.494	0.00915527							1.359	0	1.359	0		
1.362	279.515	1.362	279.161	1.362	0.354063	1.362	0.354063	1.362	0.441771					1.362	10.3035	1.362	9.90972	1.362	0.393825	1.362	0.393825	1.362	0.466964			1.497	0.00732422							1.362	0	1.362	0		
1.365	279.515	1.365	279.161	1.365	0.354063	1.365	0.354063	1.365	0.441771					1.365	10.3035	1.365	9.90972	1.365	0.393825	1.365	0.393825	1.365	0.456887			1.5	0.00732422							1.365	0	1.365	0		
1.368	279.515	1.368	279.161	1.368	0.354063	1.368	0.354063	1.368	0.441771					1.368	10.3035	1.368	9.90972	1.368	0.393825	1.368	0.393825	1.368	0.461926			1.503	0.0109863							1.368	0	1.368	0		
1.371	279.515	1.371	279.161	1.371	0.354063	1.371	0.354063	1.371	0.436732					1.371	10.3035	1.371	9.90972	1.371	0.393825	1.371	0.393825	1.371	0.466964			1.506	0.00915527							1.371	0	1.371	0		
1.374	279.515	1.374	279.161	1.374	0.354063	1.374	0.354063	1.374	0.446809					1.374	10.3035	1.374	9.90972	1.374	0.393825	1.374	0.393825	1.374	0.466964			1.509	0.00732422							1.374	0	1.374	0		
1.377	279.515	1.377	279.161	1.377	0.354063	1.377	0.354063	1.377	0.441771					1.377	10.3035	1.377	9.90972	1.377	0.393825	1.377	0.393825	1.377	0.466964			1.512	0.00732422							1.377	0	1.377	0		
1.38	279.515	1.38	279.161	1.38	0.354063	1.38	0.354063	1.38	0.441771					1.38	10.3035	1.38	9.90972	1.38	0.393825	1.38	0.393825	1.38	0.456887			1.515	0.00915527							1.38	0	1.38	0		
1.383	279.515	1.383	279.161	1.383	0.354063	1.383	0.354063	1.383	0.441771					1.383	10.3035	1.383	9.90972	1.383	0.393825	1.383	0.393825	1.383	0.466964			1.518	0.00732422							1.383	0	1.383	0		
1.386	279.515	1.386	279.161	1.386	0.354063	1.386	0.354063	1.386	0.441771					1.386	10.3035	1.386	9.90972	1.386	0.393825	1.386	0.393825	1.386	0.466964			1.521	0.00732422							1.386	0	1.386	0		
1.389	279.515	1.389	279.161	1.389	0.354063	1.389	0.354063	1.389	0.441771					1.389	10.3035	1.389	9.90972	1.389	0.393825	1.389	0.393825	1.389	0.472003			1.524	0.00549316							1.389	0	1.389	0		
1.392	279.515	1.392	279.161	1.392	0.354063	1.392	0.354063	1.392	0.441771					1.392	10.3035	1.392	9.90972	1.392	0.393825	1.392	0.393825	1.392	0.466964			1.527	0.00732422							1.392	0	1.392	0		
1.395	279.515	1.395	279.161	1.395	0.354063	1.395	0.354063	1.395	0.441771					1.395	10.3035	1.395	9.90972	1.395	0.393825	1.395	0.393825	1.395	0.466964			1.53	0.00915527							1.395	0	1.395	0		
1.398	279.515	1.398	279.161	1.398	0.354063	1.398	0.354063	1.398	0.446809					1.398	10.3035	1.398	9.90972	1.398	0.393825	1.398	0.393825	1.398	0.466964			1.533	0.0128174							1.398	0	1.398	0		
1.401	279.515	1.401	279.161	1.401	0.354063	1.401	0.354063	1.401	0.441771					1.401	10.3035	1.401	9.90972	1.401	0.393825	1.401	0.393825	1.401	0.472003			1.536	0.00915527							1.401	0	1.401	0		
1.404	279.515	1.404	279.161	1.404	0.354063	1.404	0.354063	1.404	0.441771					1.404	10.3035	1.404	9.90972	1.404	0.393825	1.404	0.393825	1.404	0.466964			1.539	0.00915527							1.404	0	1.404	0		
1.407	279.515	1.407	279.161	1.407	0.354063	1.407	0.354063	1.407	0.446809					1.407	10.3035	1.407	9.90972	1.407	0.393825	1.407	0.393825	1.407	0.466964			1.542	0.00732422							1.407	0	1.407	0		
1.41	279.515	1.41	279.161	1.41	0.354063	1.41	0.354063	1.41	0.446809					1.41	10.3035	1.41	9.90972	1.41	0.393825	1.41	0.393825	1.41	0.466964			1.545	0.00915527							1.41	0	1.41	0		
1.413	279.515	1.413	279.161	1.413	0.354063	1.413	0.354063	1.413	0.441771					1.413	10.3035	1.413	9.90972	1.413	0.393825	1.413	0.393825	1.413	0.466964			1.548	0.00915527							1.413	0	1.413	0		
1.416	279.515	1.416	279.161	1.416	0.354063	1.416	0.354063	1.416	0.441771					1.416	10.3035	1.416	9.90972	1.416	0.393825	1.416	0.393825	1.416	0.466964			1.551	0.00732422							1.416	0	1.416	0		
1.419	279.515	1.419	279.161	1.419	0.354063	1.419	0.354063	1.419	0.446809					1.419	10.3035	1.419	9.90972	1.419	0.393825	1.419	0.393825	1.419	0.466964			1.554	0.00915527							1.419	0	1.419	0		
1.422	279.515	1.422	279.161	1.422	0.354063	1.422	0.354063	1.422	0.441771					1.422	10.3035	1.422	9.90972	1.422	0.393825	1.422	0.393825	1.422	0.466964			1.557	0.00549316							1.422	0	1.422	0		
1.425	279.515	1.425	279.161	1.425	0.354063	1.425	0.354063	1.425	0.441771					1.425	10.3035	1.425	9.90972	1.425	0.393825	1.425	0.393825	1.425	0.466964			1.56	0.00549316							1.425	0	1.425	0		
1.428	279.515	1.428	279.161	1.428	0.354063	1.428	0.354063	1.428	0.446809					1.428	10.3035	1.428	9.90972	1.428	0.393825	1.428	0.393825	1.428	0.466964			1.563	0.00915527							1.428	0	1.428	0		
1.431	279.515	1.431	279.161	1.431	0.354063	1.431	0.354063	1.431	0.441771					1.431	10.3035	1.431	9.90972	1.431	0.393825	1.431	0.393825	1.431	0.466964			1.566	0.00732422							1.431	0	1.431	0		
1.434	279.515	1.434	279.161	1.434	0.354063	1.434	0.354063	1.434	0.446809					1.434	10.3035	1.434	9.90972	1.434	0.393825	1.434	0.393825	1.434	0.466964			1.569	0.00915527							1.434	0	1.434	0		
1.437	279.515	1.437	279.161	1.437	0.354063	1.437	0.354063	1.437	0.446809					1.437	10.3035	1.437	9.90972	1.437	0.393825	1.437	0.393825	1.437	0.472003			1.572	0.00915527							1.437	0	1.437	0		
1.44	279.515	1.44	279.161	1.44	0.354063	1.44	0.354063	1.44	0.441771					1.44	10.3035	1.44	9.90972	1.44	0.393825	1.44	0.393825	1.44	0.466964			1.575	0.00732422							1.44	0	1.44	0		
1.443	279.515	1.443	279.161	1.443	0.354063	1.443	0.354063	1.443	0.441771					1.443	10.3035	1.443	9.90972	1.443	0.393825	1.443	0.393825	1.443	0.461926			1.578	0.00732422							1.443	0	1.443	0		
1.446	279.515	1.446	279.161	1.446	0.354063	1.446	0.354063	1.446	0.446809					1.446	10.3035	1.446	9.90972	1.446	0.393825	1.446	0.393825	1.446	0.472003			1.581	0.00732422							1.446	0	1.446	0		
1.449	279.515	1.449	279.161	1.449	0.354063	1.449	0.354063	1.449	0.441771					1.449	10.3035	1.449	9.90972	1.449	0.393825	1.449	0.393825	1.449	0.466964			1.584	0.00915527							1.449	0	1.449	0		
1.452	279.515	1.452	279.161	1.452	0.354063	1.452	0.354063	1.452	0.441771					1.452	10.3035	1.452	9.90972	1.452	0.393825	1.452	0.393825	1.452	0.466964			1.587	0.00732422							1.452	0	1.452	0		
1.455	279.515	1.455	279.161	1.455	0.354063	1.455	0.354063	1.455	0.441771					1.455	10.3035	1.455	9.90972	1.455	0.393825	1.455	0.393825	1.455	0.466964			1.59	0.00732422							1.455	0	1.455	0		
1.458	279.515	1.458	279.161	1.458	0.354063	1.458	0.354063	1.458	0.446809					1.458	10.3035	1.458	9.90972	1.458	0.393825	1.458	0.393825	1.458	0.466964			1.593	0.00732422							1.458	0	1.458	0		
1.461	279.515	1.461	279.161	1.461	0.354063	1.461	0.354063	1.461	0.441771					1.461	10.3035	1.461	9.90972	1.461	0.393825	1.461	0.393825	1.461	0.461926			1.596	0.0109863							1.461	0	1.461	0		
1.464	279.515	1.464	279.161	1.464	0.354063	1.464	0.354063	1.464	0.446809					1.464	10.3035	1.464	9.90972	1.464	0.393825	1.464	0.393825	1.464	0.466964			1.599	0.0109863							1.464	0	1.464	0		
1.467	279.515	1.467	279.161	1.467	0.354063	1.467	0.354063	1.467	0.441771					1.467	10.3035	1.467	9.90972	1.467	0.393825	1.467	0.393825	1.467	0.461926			1.602	0.0128174							1.467	0	1.467	0		
1.47	279.515	1.47	279.161	1.47	0.354063	1.47	0.354063	1.47	0.446809					1.47	10.3035	1.47	9.90972	1.47	0.393825	1.47	0.393825	1.47	0.466964			1.605	0.00915527							1.47	0	1.47	0		
1.473	279.515	1.473	279.161	1.473	0.354063	1.473	0.354063	1.473	0.446809					1.473	10.3035	1.473	9.90972	1.473	0.393825	1.473	0.393825	1.473	0.466964			1.608	0.00732422							1.473	0	1.473	0		
1.476	279.515	1.476	279.161	1.476	0.354063	1.476	0.354063	1.476	0.441771					1.476	10.3035	1.476	9.90972	1.476	0.393825	1.476	0.393825	1.476	0.472003			1.611	0.00732422							1.476	0	1.476	0		
1.479	279.515	1.479	279.161	1.479	0.354063	1.479	0.354063	1.479	0.441771					1.479	10.3035	1.479	9.90972	1.479	0.393825	1.479	0.393825	1.479	0.466964			1.614	0.00732422							1.479	0	1.479	0		
1.482	279.515	1.482	279.161	1.482	0.354063	1.482	0.354063	1.482	0.446809					1.482	10.3035	1.482	9.90972	1.482	0.393825	1.482	0.393825	1.482	0.461926			1.617	0.0109863							1.482	0	1.482	0		
1.485	279.515	1.485	279.161	1.485	0.354063	1.485	0.354063	1.485	0.446809					1.485	10.3035	1.485	9.90972	1.485	0.393825	1.485	0.393825	1.485	0.466964			1.62	0.00915527							1.485	0	1.485	0		
1.488	279.515	1.488	279.161	1.488	0.354063	1.488	0.354063	1.488	0.441771					1.488	10.3035	1.488	9.90972	1.488	0.393825	1.488	0.393825	1.488	0.472003			1.623	0.00915527							1.488	0	1.488	0		
1.491	279.515	1.491	279.161	1.491	0.354063	1.491	0.354063	1.491	0.441771					1.491	10.3035	1.491	9.90972	1.491	0.393825	1.491	0.393825	1.491	0.466964			1.626	0.0109863							1.491	0	1.491	0		
1.494	279.515	1.494	279.161	1.494	0.354063	1.494	0.354063	1.494	0.446809					1.494	10.3035	1.494	9.90972	1.494	0.393825	1.494	0.393825	1.494	0.466964			1.629	0.00915527							1.494	0	1.494	0		
1.497	279.515	1.497	279.161	1.497	0.354063	1.497	0.354063	1.497	0.441771					1.497	10.3035	1.497	9.90972	1.497	0.393825	1.497	0.393825	1.497	0.466964			1.632	0.00732422							1.497	0	1.497	0		
1.5	279.515	1.5	279.161	1.5	0.354063	1.5	0.354063	1.5	0.446809					1.5	10.3035	1.5	9.90972	1.5	0.393825	1.5	0.393825	1.5	0.466964			1.635	0.00732422							1.5	0	1.5	0		
1.503	279.515	1.503	279.161	1.503	0.354063	1.503	0.354063	1.503	0.436732					1.503	10.3035	1.503	9.90972	1.503	0.393825	1.503	0.393825	1.503	0.461926			1.638	0.00732422							1.503	0	1.503	0		
1.506	279.515	1.506	279.161	1.506	0.354063	1.506	0.354063	1.506	0.446809					1.506	10.3035	1.506	9.90972	1.506	0.393825	1.506	0.393825	1.506	0.466964			1.641	0.00915527							1.506	0	1.506	0		
1.509	279.515	1.509	279.161	1.509	0.354063	1.509	0.354063	1.509	0.446809					1.509	10.3035	1.509	9.90972	1.509	0.393825	1.509	0.393825	1.509	0.466964			1.644	0.00732422							1.509	0	1.509	0		
1.512	279.515	1.512	279.161	1.512	0.354063	1.512	0.354063	1.512	0.446809					1.512	10.3035	1.512	9.90972	1.512	0.393825	1.512	0.393825	1.512	0.472003			1.647	0.00732422							1.512	0	1.512	0		
1.515	279.515	1.515	279.161	1.515	0.354063	1.515	0.354063	1.515	0.436732					1.515	10.3035	1.515	9.90972	1.515	0.393825	1.515	0.393825	1.515	0.472003			1.65	0.0109863							1.515	0	1.515	0		
1.518	279.515	1.518	279.161	1.518	0.354063	1.518	0.354063	1.518	0.441771					1.518	10.3035	1.518	9.90972	1.518	0.393825	1.518	0.393825	1.518	0.472003			1.653	0.00915527							1.518	0	1.518	0		
1.521	279.515	1.521	279.161	1.521	0.354063	1.521	0.354063	1.521	0.441771					1.521	10.3035	1.521	9.90972	1.521	0.393825	1.521	0.393825	1.521	0.466964			1.656	0.00915527							1.521	0	1.521	0		
1.524	279.515	1.524	279.161	1.524	0.354063	1.524	0.354063	1.524	0.446809					1.524	10.3035	1.524	9.90972	1.524	0.393825	1.524	0.393825	1.524	0.466964			1.659	0.00915527							1.524	0	1.524	0		
1.527	279.515	1.527	279.161	1.527	0.354063	1.527	0.354063	1.527	0.446809					1.527	10.3035	1.527	9.90972	1.527	0.393825	1.527	0.393825	1.527	0.472003			1.662	0.00915527							1.527	0	1.527	0		
1.53	279.515	1.53	279.161	1.53	0.354063	1.53	0.354063	1.53	0.441771					1.53	10.3035	1.53	9.90972	1.53	0.393825	1.53	0.393825	1.53	0.472003			1.665	0.0109863							1.53	0	1.53	0		
1.533	279.515	1.533	279.161	1.533	0.354063	1.533	0.354063	1.533	0.446809					1.533	10.3035	1.533	9.90972	1.533	0.393825	1.533	0.393825	1.533	0.466964			1.668	0.00549316							1.533	0	1.533	0		
1.536	279.515	1.536	279.161	1.536	0.354063	1.536	0.354063	1.536	0.446809					1.536	10.3035	1.536	9.90972	1.536	0.393825	1.536	0.393825	1.536	0.472003			1.671	0.00732422							1.536	0	1.536	0		
1.539	279.515	1.539	279.161	1.539	0.354063	1.539	0.354063	1.539	0.446809					1.539	10.3035	1.539	9.90972	1.539	0.393825	1.539	0.393825	1.539	0.472003			1.674	0.00732422							1.539	0	1.539	0		
1.542	279.515	1.542	279.161	1.542	0.354063	1.542	0.354063	1.542	0.441771					1.542	10.3035	1.542	9.90972	1.542	0.393825	1.542	0.393825	1.542	0.461926			1.677	0.00915527							1.542	0	1.542	0		
1.545	279.515	1.545	279.161	1.545	0.354063	1.545	0.354063	1.545	0.441771					1.545	10.3035	1.545	9.90972	1.545	0.393825	1.545	0.393825	1.545	0.466964			1.68	0.00915527							1.545	0	1.545	0		
1.548	279.515	1.548	279.161	1.548	0.354063	1.548	0.354063	1.548	0.446809					1.548	10.3035	1.548	9.90972	1.548	0.393825	1.548	0.393825	1.548	0.466964			1.683	0.0128174							1.548	0	1.548	0		
