Temps (s) - Tc : consigne T (mm)	R (mm) - Tc : consigne T (mm)	Temps (s) - T : position T (mm)	R (mm) - T : position T (mm)	Temps (s) - e1T : écart 1 T (mm)	R (mm) - e1T : écart 1 T (mm)	Temps (s) - e2T : écart 2 T (mm)	R (mm) - e2T : écart 2 T (mm)	Temps (s) - e3T : écart 3 T (V)	R (mm) - e3T : écart 3 T (V)	Temps (s) - uT : tension moteur T (V)	R (mm) - uT : tension moteur T (V)	Temps (s) - iT : intensité moteur T (A)	R (mm) - iT : intensité moteur T (A)	Temps (s) - Rc : consigne R (°)	R (mm) - Rc : consigne R (°)	Temps (s) - R : position R (°)	R (mm) - R : position R (°)	Temps (s) - e1R : écart 1 R (°)	R (mm) - e1R : écart 1 R (°)	Temps (s) - e2R : écart 2 R (°)	R (mm) - e2R : écart 2 R (°)	Temps (s) - e3R : écart 3 R (V)	R (mm) - e3R : écart 3 R (V)	Temps (s) - uR : tension moteur R (V)	R (mm) - uR : tension moteur R (V)	Temps (s) - iR : intensité moteur R (A)	R (mm) - iR : intensité moteur R (A)	Temps (s) - ar : accel radiale (g)       	R (mm) - ar : accel radiale (g)       	Temps (s) - at : accel tangentielle (g)  	R (mm) - at : accel tangentielle (g)  	Temps (s) - gz : gyro Z (°/s)	R (mm) - gz : gyro Z (°/s)	Temps (s) - formule 1	R (mm) - formule 1	Temps (s) - formule 2	R (mm) - formule 2	Temps (s) - Curseur	R (mm) - Curseur
1.566	279.515	1.566	279.16	1.566	0.355476	1.566	0.355476	1.566	0.441771	1.566	-0.166442	1.566	-0.0128174	1.566	10.3053	1.566	9.894	1.566	0.411282	1.566	0.411282	1.566	0.487119	1.566	-0.0809087	1.566	0.0292969	1.566	-0.00146484	1.566	-0.0155029	1.566	-1.43433	1.566	0	1.566	0		
1.569	279.515	1.569	279.16	1.569	0.355476	1.569	0.355476	1.569	0.441771	1.569	-0.166442	1.569	-0.00915527	1.569	10.3053	1.569	9.894	1.569	0.411282	1.569	0.411282	1.569	0.477042	1.569	-0.0951642	1.569	0.0238037	1.569	-0.0045166	1.569	-0.015625	1.569	-1.297	1.569	0	1.569	0		
1.572	279.515	1.572	279.16	1.572	0.355476	1.572	0.355476	1.572	0.446809	1.572	-0.152186	1.572	-0.0109863	1.572	10.3053	1.572	9.894	1.572	0.411282	1.572	0.411282	1.572	0.48208	1.572	-0.0666533	1.572	0.03479	1.572	-0.00244141	1.572	-0.0125732	1.572	-1.34277	1.572	0	1.572	0		
1.575	279.515	1.575	279.16	1.575	0.355476	1.575	0.355476	1.575	0.446809	1.575	-0.152186	1.575	-0.00915527	1.575	10.3053	1.575	9.894	1.575	0.411282	1.575	0.411282	1.575	0.48208	1.575	-0.0951642	1.575	0.0274658	1.575	-0.00268555	1.575	-0.0170898	1.575	-1.49536	1.575	0	1.575	0		
1.578	279.515	1.578	279.16	1.578	0.355476	1.578	0.355476	1.578	0.446809	1.578	-0.152186	1.578	-0.0109863	1.578	10.3053	1.578	9.894	1.578	0.411282	1.578	0.411282	1.578	0.477042	1.578	-0.0238868	1.578	0.0402832	1.578	-0.00244141	1.578	-0.020752	1.578	-1.31226	1.578	0	1.578	0		
1.581	279.515	1.581	279.16	1.581	0.355476	1.581	0.355476	1.581	0.446809	1.581	-0.152186	1.581	-0.00915527	1.581	10.3053	1.581	9.894	1.581	0.411282	1.581	0.411282	1.581	0.48208	1.581	-0.0809087	1.581	0.0256348	1.581	0.0020752	1.581	-0.0181885	1.581	-1.41907	1.581	0	1.581	0		
1.584	279.515	1.584	279.16	1.584	0.355476	1.584	0.355476	1.584	0.441771	1.584	-0.166442	1.584	-0.0109863	1.584	10.3053	1.584	9.894	1.584	0.411282	1.584	0.411282	1.584	0.477042	1.584	-0.10942	1.584	0.0256348	1.584	0.00598145	1.584	-0.015625	1.584	-1.38092	1.584	0	1.584	0		
1.587	279.515	1.587	279.16	1.587	0.355476	1.587	0.355476	1.587	0.446809	1.587	-0.152186	1.587	-0.00915527	1.587	10.3053	1.587	9.894	1.587	0.411282	1.587	0.411282	1.587	0.48208	1.587	-0.0666533	1.587	0.0366211	1.587	0.00183105	1.587	-0.0177002	1.587	-1.40381	1.587	0	1.587	0		
1.59	279.515	1.59	279.16	1.59	0.355476	1.59	0.355476	1.59	0.441771	1.59	-0.152186	1.59	-0.0109863	1.59	10.3053	1.59	9.894	1.59	0.411282	1.59	0.411282	1.59	0.48208	1.59	-0.0666533	1.59	0.0402832	1.59	-0.00146484	1.59	-0.0113525	1.59	-1.43433	1.59	0	1.59	0		
1.593	279.515	1.593	279.16	1.593	0.355476	1.593	0.355476	1.593	0.441771	1.593	-0.152186	1.593	-0.0128174	1.593	10.3053	1.593	9.894	1.593	0.411282	1.593	0.411282	1.593	0.48208	1.593	-0.10942	1.593	0.0219727	1.593	-0.00366211	1.593	-0.0150146	1.593	-1.52588	1.593	0	1.593	0		
1.596	279.515	1.596	279.16	1.596	0.355476	1.596	0.355476	1.596	0.446809	1.596	-0.152186	1.596	-0.0109863	1.596	10.3053	1.596	9.894	1.596	0.411282	1.596	0.411282	1.596	0.477042	1.596	-0.0523978	1.596	0.032959	1.596	-0.00317383	1.596	-0.0179443	1.596	-1.37329	1.596	0	1.596	0		
1.599	279.515	1.599	279.16	1.599	0.355476	1.599	0.355476	1.599	0.441771	1.599	-0.152186	1.599	-0.00915527	1.599	10.3053	1.599	9.894	1.599	0.411282	1.599	0.411282	1.599	0.487119	1.599	-0.0666533	1.599	0.0384522	1.599	0.000732422	1.599	-0.0189209	1.599	-1.33514	1.599	0	1.599	0		
1.602	279.515	1.602	279.16	1.602	0.355476	1.602	0.355476	1.602	0.441771	1.602	-0.152186	1.602	-0.0128174	1.602	10.3053	1.602	9.894	1.602	0.411282	1.602	0.411282	1.602	0.492158	1.602	-0.0523978	1.602	0.0402832	1.602	0.00256348	1.602	-0.0172119	1.602	-1.41144	1.602	0	1.602	0		
1.605	279.515	1.605	279.16	1.605	0.355476	1.605	0.355476	1.605	0.441771	1.605	-0.152186	1.605	-0.00915527	1.605	10.3053	1.605	9.894	1.605	0.411282	1.605	0.411282	1.605	0.477042	1.605	-0.0523978	1.605	0.0384522	1.605	-0.00109863	1.605	-0.0194092	1.605	-1.36566	1.605	0	1.605	0		
1.608	279.515	1.608	279.16	1.608	0.355476	1.608	0.355476	1.608	0.446809	1.608	-0.152186	1.608	-0.00915527	1.608	10.3053	1.608	9.894	1.608	0.411282	1.608	0.411282	1.608	0.487119	1.608	-0.0666533	1.608	0.0366211	1.608	0.00219727	1.608	-0.0177002	1.608	-1.2207	1.608	0	1.608	0		
1.611	279.515	1.611	279.16	1.611	0.355476	1.611	0.355476	1.611	0.446809	1.611	-0.152186	1.611	-0.0109863	1.611	10.3053	1.611	9.894	1.611	0.411282	1.611	0.411282	1.611	0.48208	1.611	-0.0666533	1.611	0.0366211	1.611	-0.00512695	1.611	-0.0230713	1.611	-1.37329	1.611	0	1.611	0		
1.614	279.515	1.614	279.16	1.614	0.355476	1.614	0.355476	1.614	0.446809	1.614	-0.152186	1.614	-0.0109863	1.614	10.3053	1.614	9.894	1.614	0.411282	1.614	0.411282	1.614	0.477042	1.614	-0.0523978	1.614	0.0384522	1.614	-0.00280762	1.614	-0.024292	1.614	-1.3504	1.614	0	1.614	0		
1.617	279.515	1.617	279.16	1.617	0.355476	1.617	0.355476	1.617	0.446809	1.617	-0.152186	1.617	-0.0128174	1.617	10.3053	1.617	9.894	1.617	0.411282	1.617	0.411282	1.617	0.48208	1.617	-0.0809087	1.617	0.0366211	1.617	0.00134277	1.617	-0.0236816	1.617	-1.47247	1.617	0	1.617	0		
1.62	279.515	1.62	279.16	1.62	0.355476	1.62	0.355476	1.62	0.441771	1.62	-0.152186	1.62	-0.0109863	1.62	10.3053	1.62	9.894	1.62	0.411282	1.62	0.411282	1.62	0.477042	1.62	-0.0666533	1.62	0.0402832	1.62	0.00146484	1.62	-0.0203857	1.62	-1.32751	1.62	0	1.62	0		
1.623	279.515	1.623	279.16	1.623	0.355476	1.623	0.355476	1.623	0.441771	1.623	-0.152186	1.623	-0.0109863	1.623	10.3053	1.623	9.894	1.623	0.411282	1.623	0.411282	1.623	0.48208	1.623	-0.0951642	1.623	0.0238037	1.623	0.00622559	1.623	-0.0205078	1.623	-1.51062	1.623	0	1.623	0		
1.626	279.515	1.626	279.16	1.626	0.355476	1.626	0.355476	1.626	0.436732	1.626	-0.152186	1.626	-0.0128174	1.626	10.3053	1.626	9.894	1.626	0.411282	1.626	0.411282	1.626	0.48208	1.626	-0.0523978	1.626	0.032959	1.626	0.000488281	1.626	-0.015625	1.626	-1.48773	1.626	0	1.626	0		
1.629	279.515	1.629	279.16	1.629	0.355476	1.629	0.355476	1.629	0.441771	1.629	-0.152186	1.629	-0.00915527	1.629	10.3053	1.629	9.894	1.629	0.411282	1.629	0.411282	1.629	0.48208	1.629	-0.0951642	1.629	0.0366211	1.629	-0.00439453	1.629	-0.0196533	1.629	-1.53351	1.629	0	1.629	0		
1.632	279.515	1.632	279.16	1.632	0.355476	1.632	0.355476	1.632	0.441771	1.632	-0.152186	1.632	-0.0128174	1.632	10.3053	1.632	9.894	1.632	0.411282	1.632	0.411282	1.632	0.48208	1.632	-0.10942	1.632	0.0183105	1.632	-0.00732422	1.632	-0.0179443	1.632	-1.31989	1.632	0	1.632	0		
1.635	279.515	1.635	279.16	1.635	0.355476	1.635	0.355476	1.635	0.441771	1.635	-0.152186	1.635	-0.0109863	1.635	10.3053	1.635	9.894	1.635	0.411282	1.635	0.411282	1.635	0.48208	1.635	-0.0809087	1.635	0.032959	1.635	-0.00549316	1.635	-0.017334	1.635	-1.40381	1.635	0	1.635	0		
1.638	279.515	1.638	279.16	1.638	0.355476	1.638	0.355476	1.638	0.446809	1.638	-0.152186	1.638	-0.0128174	1.638	10.3053	1.638	9.894	1.638	0.411282	1.638	0.411282	1.638	0.48208	1.638	-0.0523978	1.638	0.03479	1.638	0.00268555	1.638	-0.0203857	1.638	-1.41144	1.638	0	1.638	0		
1.641	279.515	1.641	279.16	1.641	0.355476	1.641	0.355476	1.641	0.446809	1.641	-0.166442	1.641	-0.00915527	1.641	10.3053	1.641	9.894	1.641	0.411282	1.641	0.411282	1.641	0.48208	1.641	-0.0666533	1.641	0.03479	1.641	-0.00305176	1.641	-0.024292	1.641	-1.20544	1.641	0	1.641	0		
1.644	279.515	1.644	279.16	1.644	0.355476	1.644	0.355476	1.644	0.441771	1.644	-0.166442	1.644	-0.0128174	1.644	10.3053	1.644	9.894	1.644	0.411282	1.644	0.411282	1.644	0.487119	1.644	-0.0666533	1.644	0.03479	1.644	-0.0045166	1.644	-0.0177002	1.644	-1.41144	1.644	0	1.644	0		
1.647	279.515	1.647	279.16	1.647	0.355476	1.647	0.355476	1.647	0.446809	1.647	-0.152186	1.647	-0.00732422	1.647	10.3053	1.647	9.894	1.647	0.411282	1.647	0.411282	1.647	0.477042	1.647	-0.0666533	1.647	0.0402832	1.647	0.00158691	1.647	-0.0205078	1.647	-1.43433	1.647	0	1.647	0		
1.65	279.515	1.65	279.16	1.65	0.355476	1.65	0.355476	1.65	0.446809	1.65	-0.166442	1.65	-0.0109863	1.65	10.3053	1.65	9.894	1.65	0.411282	1.65	0.411282	1.65	0.477042	1.65	-0.10942	1.65	0.0201416	1.65	-0.00549316	1.65	-0.0185547	1.65	-1.41907	1.65	0	1.65	0		
1.653	279.515	1.653	279.16	1.653	0.355476	1.653	0.355476	1.653	0.446809	1.653	-0.166442	1.653	-0.00915527	1.653	10.3053	1.653	9.894	1.653	0.411282	1.653	0.411282	1.653	0.48208	1.653	-0.10942	1.653	0.0256348	1.653	-0.00561523	1.653	-0.0219727	1.653	-1.56403	1.653	0	1.653	0		
1.656	279.515	1.656	279.16	1.656	0.355476	1.656	0.355476	1.656	0.446809	1.656	-0.152186	1.656	-0.0128174	1.656	10.3053	1.656	9.894	1.656	0.411282	1.656	0.411282	1.656	0.477042	1.656	-0.0666533	1.656	0.0384522	1.656	-0.0012207	1.656	-0.0205078	1.656	-1.50299	1.656	0	1.656	0		
1.659	279.515	1.659	279.16	1.659	0.355476	1.659	0.355476	1.659	0.446809	1.659	-0.152186	1.659	-0.0109863	1.659	10.3053	1.659	9.894	1.659	0.411282	1.659	0.411282	1.659	0.48208	1.659	-0.0951642	1.659	0.0238037	1.659	-0.00512695	1.659	-0.0184326	1.659	-1.41144	1.659	0	1.659	0		
1.662	279.515	1.662	279.16	1.662	0.355476	1.662	0.355476	1.662	0.441771	1.662	-0.152186	1.662	-0.00915527	1.662	10.3053	1.662	9.894	1.662	0.411282	1.662	0.411282	1.662	0.487119	1.662	-0.0523978	1.662	0.0384522	1.662	-0.00915527	1.662	-0.013916	1.662	-1.51062	1.662	0	1.662	0		
1.665	279.515	1.665	279.16	1.665	0.355476	1.665	0.355476	1.665	0.441771	1.665	-0.152186	1.665	-0.0146484	1.665	10.3053	1.665	9.894	1.665	0.411282	1.665	0.411282	1.665	0.487119	1.665	-0.0381423	1.665	0.0384522	1.665	-0.00354004	1.665	-0.0196533	1.665	-1.4267	1.665	0	1.665	0		
1.668	279.515	1.668	279.16	1.668	0.355476	1.668	0.355476	1.668	0.441771	1.668	-0.152186	1.668	-0.0128174	1.668	10.3053	1.668	9.894	1.668	0.411282	1.668	0.411282	1.668	0.48208	1.668	-0.0809087	1.668	0.032959	1.668	-0.00219727	1.668	-0.0136719	1.668	-1.4801	1.668	0	1.668	0		
1.671	279.515	1.671	279.16	1.671	0.355476	1.671	0.355476	1.671	0.446809	1.671	-0.152186	1.671	-0.0128174	1.671	10.3053	1.671	9.894	1.671	0.411282	1.671	0.411282	1.671	0.487119	1.671	-0.0666533	1.671	0.0384522	1.671	-0.00402832	1.671	-0.0153809	1.671	-1.46484	1.671	0	1.671	0		
1.674	279.515	1.674	279.16	1.674	0.355476	1.674	0.355476	1.674	0.441771	1.674	-0.152186	1.674	-0.0109863	1.674	10.3053	1.674	9.894	1.674	0.411282	1.674	0.411282	1.674	0.487119	1.674	-0.0666533	1.674	0.0384522	1.674	-0.00671387	1.674	-0.0164795	1.674	-1.47247	1.674	0	1.674	0		
1.677	279.515	1.677	279.16	1.677	0.355476	1.677	0.355476	1.677	0.441771	1.677	-0.152186	1.677	-0.0128174	1.677	10.3053	1.677	9.894	1.677	0.411282	1.677	0.411282	1.677	0.477042	1.677	-0.0666533	1.677	0.0366211	1.677	-0.00683594	1.677	-0.0124512	1.677	-1.50299	1.677	0	1.677	0		
1.68	279.515	1.68	279.16	1.68	0.355476	1.68	0.355476	1.68	0.441771	1.68	-0.166442	1.68	-0.0109863	1.68	10.3053	1.68	9.894	1.68	0.411282	1.68	0.411282	1.68	0.48208	1.68	-0.0666533	1.68	0.0311279	1.68	-0.00305176	1.68	-0.0178223	1.68	-1.38855	1.68	0	1.68	0		
1.683	279.515	1.683	279.16	1.683	0.355476	1.683	0.355476	1.683	0.441771	1.683	-0.152186	1.683	-0.00915527	1.683	10.3053	1.683	9.894	1.683	0.411282	1.683	0.411282	1.683	0.48208	1.683	-0.0666533	1.683	0.032959	1.683	-0.00646973	1.683	-0.0161133	1.683	-1.4267	1.683	0	1.683	0		
1.686	279.515	1.686	279.16	1.686	0.355476	1.686	0.355476	1.686	0.441771	1.686	-0.152186	1.686	-0.00915527	1.686	10.3053	1.686	9.894	1.686	0.411282	1.686	0.411282	1.686	0.48208	1.686	-0.0238868	1.686	0.0402832	1.686	-0.00183105	1.686	-0.0137939	1.686	-1.48773	1.686	0	1.686	0		
1.689	279.515	1.689	279.16	1.689	0.355476	1.689	0.355476	1.689	0.446809	1.689	-0.166442	1.689	-0.00732422	1.689	10.3053	1.689	9.894	1.689	0.411282	1.689	0.411282	1.689	0.48208	1.689	-0.0809087	1.689	0.0292969	1.689	-0.00366211	1.689	-0.0113525	1.689	-1.47247	1.689	0	1.689	0		
1.692	279.515	1.692	279.16	1.692	0.355476	1.692	0.355476	1.692	0.446809	1.692	-0.152186	1.692	-0.0109863	1.692	10.3053	1.692	9.894	1.692	0.411282	1.692	0.411282	1.692	0.48208	1.692	-0.10942	1.692	0.0238037	1.692	0.00268555	1.692	-0.0150146	1.692	-1.40381	1.692	0	1.692	0		
1.695	279.515	1.695	279.16	1.695	0.355476	1.695	0.355476	1.695	0.446809	1.695	-0.152186	1.695	-0.00915527	1.695	10.3053	1.695	9.894	1.695	0.411282	1.695	0.411282	1.695	0.48208	1.695	-0.0523978	1.695	0.0402832	1.695	-0.00244141	1.695	-0.0164795	1.695	-1.44958	1.695	0	1.695	0		
1.698	279.515	1.698	279.16	1.698	0.355476	1.698	0.355476	1.698	0.441771	1.698	-0.152186	1.698	-0.0109863	1.698	10.3053	1.698	9.894	1.698	0.411282	1.698	0.411282	1.698	0.48208	1.698	-0.0666533	1.698	0.0384522	1.698	-0.00378418	1.698	-0.019043	1.698	-1.54114	1.698	0	1.698	0		
1.701	279.515	1.701	279.16	1.701	0.355476	1.701	0.355476	1.701	0.446809	1.701	-0.166442	1.701	-0.0109863	1.701	10.3053	1.701	9.894	1.701	0.411282	1.701	0.411282	1.701	0.48208	1.701	-0.0951642	1.701	0.0292969	1.701	-0.0057373	1.701	-0.0113525	1.701	-1.32751	1.701	0	1.701	0		
1.704	279.515	1.704	279.16	1.704	0.355476	1.704	0.355476	1.704	0.441771	1.704	-0.152186	1.704	-0.00915527	1.704	10.3053	1.704	9.894	1.704	0.411282	1.704	0.411282	1.704	0.477042	1.704	-0.0523978	1.704	0.0402832	1.704	-0.00354004	1.704	-0.0090332	1.704	-1.41907	1.704	0	1.704	0		
1.707	279.515	1.707	279.16	1.707	0.355476	1.707	0.355476	1.707	0.441771	1.707	-0.152186	1.707	-0.00549316	1.707	10.3053	1.707	9.894	1.707	0.411282	1.707	0.411282	1.707	0.477042	1.707	-0.0666533	1.707	0.032959	1.707	-0.00280762	1.707	-0.0152588	1.707	-1.38855	1.707	0	1.707	0		
1.71	279.515	1.71	279.16	1.71	0.355476	1.71	0.355476	1.71	0.451848	1.71	-0.166442	1.71	-0.0128174	1.71	10.3053	1.71	9.894	1.71	0.411282	1.71	0.411282	1.71	0.48208	1.71	-0.0666533	1.71	0.0384522	1.71	-0.00439453	1.71	-0.0177002	1.71	-1.45721	1.71	0	1.71	0		
1.713	279.515	1.713	279.16	1.713	0.355476	1.713	0.355476	1.713	0.446809	1.713	-0.152186	1.713	-0.0128174	1.713	10.3053	1.713	9.894	1.713	0.411282	1.713	0.411282	1.713	0.48208	1.713	-0.0666533	1.713	0.0402832	1.713	-0.00378418	1.713	-0.0152588	1.713	-1.37329	1.713	0	1.713	0		
1.716	279.515	1.716	279.16	1.716	0.355476	1.716	0.355476	1.716	0.441771	1.716	-0.152186	1.716	-0.00732422	1.716	10.3053	1.716	9.894	1.716	0.411282	1.716	0.411282	1.716	0.48208	1.716	-0.10942	1.716	0.0238037	1.716	-0.000976562	1.716	-0.0109863	1.716	-1.44196	1.716	0	1.716	0		
1.719	279.515	1.719	279.16	1.719	0.355476	1.719	0.355476	1.719	0.446809	1.719	-0.152186	1.719	-0.00915527	1.719	10.3053	1.719	9.894	1.719	0.411282	1.719	0.411282	1.719	0.48208	1.719	-0.10942	1.719	0.0238037	1.719	0.0020752	1.719	-0.0133057	1.719	-1.35803	1.719	0	1.719	0		
1.722	279.515	1.722	279.16	1.722	0.355476	1.722	0.355476	1.722	0.441771	1.722	-0.152186	1.722	-0.00732422	1.722	10.3053	1.722	9.894	1.722	0.411282	1.722	0.411282	1.722	0.48208	1.722	-0.10942	1.722	0.0311279	1.722	0.00183105	1.722	-0.015625	1.722	-1.47247	1.722	0	1.722	0		
1.725	279.515	1.725	279.16	1.725	0.355476	1.725	0.355476	1.725	0.446809	1.725	-0.152186	1.725	-0.0109863	1.725	10.3053	1.725	9.894	1.725	0.411282	1.725	0.411282	1.725	0.477042	1.725	-0.0951642	1.725	0.0311279	1.725	0.00158691	1.725	-0.0145264	1.725	-1.38092	1.725	0	1.725	0		
1.728	279.515	1.728	279.16	1.728	0.355476	1.728	0.355476	1.728	0.436732	1.728	-0.152186	1.728	-0.0128174	1.728	10.3053	1.728	9.894	1.728	0.411282	1.728	0.411282	1.728	0.48208	1.728	-0.10942	1.728	0.0201416	1.728	0.0020752	1.728	-0.0136719	1.728	-1.46484	1.728	0	1.728	0		
1.731	279.515	1.731	279.16	1.731	0.355476	1.731	0.355476	1.731	0.441771	1.731	-0.166442	1.731	-0.0109863	1.731	10.3053	1.731	9.894	1.731	0.411282	1.731	0.411282	1.731	0.48208	1.731	-0.10942	1.731	0.0256348	1.731	-0.00561523	1.731	-0.0159912	1.731	-1.3504	1.731	0	1.731	0		
1.734	279.515	1.734	279.16	1.734	0.355476	1.734	0.355476	1.734	0.446809	1.734	-0.152186	1.734	-0.00915527	1.734	10.3053	1.734	9.894	1.734	0.411282	1.734	0.411282	1.734	0.48208	1.734	-0.0523978	1.734	0.0384522	1.734	0.000244141	1.734	-0.0164795	1.734	-1.31226	1.734	0	1.734	0		
1.737	279.515	1.737	279.16	1.737	0.355476	1.737	0.355476	1.737	0.446809	1.737	-0.152186	1.737	-0.0109863	1.737	10.3053	1.737	9.894	1.737	0.411282	1.737	0.411282	1.737	0.477042	1.737	-0.0666533	1.737	0.032959	1.737	-0.000488281	1.737	-0.020874	1.737	-1.39618	1.737	0	1.737	0		
1.74	279.515	1.74	279.16	1.74	0.355476	1.74	0.355476	1.74	0.446809	1.74	-0.152186	1.74	-0.0128174	1.74	10.3053	1.74	9.894	1.74	0.411282	1.74	0.411282	1.74	0.487119	1.74	-0.0523978	1.74	0.0421143	1.74	-0.00317383	1.74	-0.0157471	1.74	-1.44196	1.74	0	1.74	0		
1.743	279.515	1.743	279.16	1.743	0.355476	1.743	0.355476	1.743	0.446809	1.743	-0.166442	1.743	-0.0128174	1.743	10.3053	1.743	9.894	1.743	0.411282	1.743	0.411282	1.743	0.487119	1.743	-0.0666533	1.743	0.0384522	1.743	-0.000488281	1.743	-0.0163574	1.743	-1.37329	1.743	0	1.743	0		
1.746	279.515	1.746	279.16	1.746	0.355476	1.746	0.355476	1.746	0.446809	1.746	-0.152186	1.746	-0.0128174	1.746	10.3053	1.746	9.894	1.746	0.411282	1.746	0.411282	1.746	0.48208	1.746	-0.10942	1.746	0.0274658	1.746	0.000610352	1.746	-0.0178223	1.746	-1.51062	1.746	0	1.746	0		
1.749	279.515	1.749	279.16	1.749	0.355476	1.749	0.355476	1.749	0.441771	1.749	-0.152186	1.749	-0.0109863	1.749	10.3053	1.749	9.894	1.749	0.411282	1.749	0.411282	1.749	0.477042	1.749	-0.0523978	1.749	0.0384522	1.749	-0.00598145	1.749	-0.0206299	1.749	-1.297	1.749	0	1.749	0		
1.752	279.515	1.752	279.16	1.752	0.355476	1.752	0.355476	1.752	0.441771	1.752	-0.152186	1.752	-0.0109863	1.752	10.3053	1.752	9.894	1.752	0.411282	1.752	0.411282	1.752	0.48208	1.752	-0.0523978	1.752	0.0384522	1.752	-0.00378418	1.752	-0.020752	1.752	-1.41144	1.752	0	1.752	0		
1.755	279.515	1.755	279.16	1.755	0.355476	1.755	0.355476	1.755	0.441771	1.755	-0.152186	1.755	-0.0109863	1.755	10.3053	1.755	9.894	1.755	0.411282	1.755	0.411282	1.755	0.48208	1.755	-0.0523978	1.755	0.0366211	1.755	-0.00756836	1.755	-0.0175781	1.755	-1.54114	1.755	0	1.755	0		
1.758	279.515	1.758	279.16	1.758	0.355476	1.758	0.355476	1.758	0.446809	1.758	-0.152186	1.758	-0.00915527	1.758	10.3053	1.758	9.894	1.758	0.411282	1.758	0.411282	1.758	0.48208	1.758	-0.0951642	1.758	0.0238037	1.758	0.000366211	1.758	-0.0168457	1.758	-1.41144	1.758	0	1.758	0		
1.761	279.515	1.761	279.16	1.761	0.355476	1.761	0.355476	1.761	0.441771	1.761	-0.152186	1.761	-0.0109863	1.761	10.3053	1.761	9.894	1.761	0.411282	1.761	0.411282	1.761	0.48208	1.761	-0.0666533	1.761	0.0402832	1.761	-0.00439453	1.761	-0.0223389	1.761	-1.4267	1.761	0	1.761	0		
1.764	279.515	1.764	279.16	1.764	0.355476	1.764	0.355476	1.764	0.446809	1.764	-0.152186	1.764	-0.00915527	1.764	10.3053	1.764	9.894	1.764	0.411282	1.764	0.411282	1.764	0.48208	1.764	-0.0523978	1.764	0.0402832	1.764	0	1.764	-0.0194092	1.764	-1.53351	1.764	0	1.764	0		
1.767	279.515	1.767	279.16	1.767	0.355476	1.767	0.355476	1.767	0.441771	1.767	-0.152186	1.767	-0.0128174	1.767	10.3053	1.767	9.894	1.767	0.411282	1.767	0.411282	1.767	0.48208	1.767	-0.0666533	1.767	0.0384522	1.767	-0.000610352	1.767	-0.0183105	1.767	-1.39618	1.767	0	1.767	0		
1.77	279.515	1.77	279.16	1.77	0.355476	1.77	0.355476	1.77	0.441771	1.77	-0.152186	1.77	-0.00732422	1.77	10.3053	1.77	9.894	1.77	0.411282	1.77	0.411282	1.77	0.477042	1.77	-0.10942	1.77	0.0219727	1.77	-0.0020752	1.77	-0.0142822	1.77	-1.36566	1.77	0	1.77	0		
1.773	279.515	1.773	279.16	1.773	0.355476	1.773	0.355476	1.773	0.441771	1.773	-0.152186	1.773	-0.0109863	1.773	10.3053	1.773	9.894	1.773	0.411282	1.773	0.411282	1.773	0.487119	1.773	-0.0523978	1.773	0.0384522	1.773	-0.00317383	1.773	-0.0186768	1.773	-1.38855	1.773	0	1.773	0		
1.776	279.515	1.776	279.16	1.776	0.355476	1.776	0.355476	1.776	0.441771	1.776	-0.152186	1.776	-0.0128174	1.776	10.3053	1.776	9.894	1.776	0.411282	1.776	0.411282	1.776	0.48208	1.776	-0.0523978	1.776	0.0421143	1.776	0.00231934	1.776	-0.0214844	1.776	-1.37329	1.776	0	1.776	0		
1.779	279.515	1.779	279.16	1.779	0.355476	1.779	0.355476	1.779	0.446809	1.779	-0.166442	1.779	-0.0128174	1.779	10.3053	1.779	9.894	1.779	0.411282	1.779	0.411282	1.779	0.48208	1.779	-0.0523978	1.779	0.0402832	1.779	-0.0020752	1.779	-0.0163574	1.779	-1.47247	1.779	0	1.779	0		
1.782	279.515	1.782	279.16	1.782	0.355476	1.782	0.355476	1.782	0.446809	1.782	-0.152186	1.782	-0.00915527	1.782	10.3053	1.782	9.894	1.782	0.411282	1.782	0.411282	1.782	0.48208	1.782	-0.0951642	1.782	0.0292969	1.782	-0.00476074	1.782	-0.0144043	1.782	-1.54877	1.782	0	1.782	0		
1.785	279.515	1.785	279.16	1.785	0.355476	1.785	0.355476	1.785	0.446809	1.785	-0.152186	1.785	-0.0109863	1.785	10.3053	1.785	9.894	1.785	0.411282	1.785	0.411282	1.785	0.48208	1.785	-0.0951642	1.785	0.0292969	1.785	-0.00219727	1.785	-0.0142822	1.785	-1.38855	1.785	0	1.785	0		
1.788	279.515	1.788	279.16	1.788	0.355476	1.788	0.355476	1.788	0.441771	1.788	-0.152186	1.788	-0.0109863	1.788	10.3053	1.788	9.894	1.788	0.411282	1.788	0.411282	1.788	0.48208	1.788	-0.10942	1.788	0.0219727	1.788	-0.00292969	1.788	-0.0180664	1.788	-1.36566	1.788	0	1.788	0		
1.791	279.515	1.791	279.16	1.791	0.355476	1.791	0.355476	1.791	0.441771	1.791	-0.152186	1.791	-0.0109863	1.791	10.3053	1.791	9.894	1.791	0.411282	1.791	0.411282	1.791	0.477042	1.791	-0.0666533	1.791	0.0384522	1.791	0	1.791	-0.0179443	1.791	-1.48773	1.791	0	1.791	0		
